"id","jurisdiction_id","full_name","level","short_name"
"C0240062","J0240","Pennsylvania Orphans' Court, Westmoreland County","ST","Westmoreland County Orphans' Court"
"C0240063","J0240","Pennsylvania Court of Common Pleas, Northumberland County","ST","Northumberland County Court of Common Pleas"
"C0240064","J0240","Pennsylvania Court of Common Pleas, Cumberland County","ST","Cumberland County Court of Common Pleas"
"C0240065","J0240","Pennsylvania Environmental Hearing Board","SS","Pennsylvania Environmental Hearing Board"
"C0240066","J0240","Pennsylvania Court of Common Pleas, Lebanon County","ST","Lebanon County Court of Common Pleas"
"C0240067","J0240","Pennsylvania Court of Common Pleas, Somerset County","ST","Somerset County Court of Common Pleas"
"C0240068","J0240","Pennsylvania Court of Common Pleas, Potter County","ST","Potter County Court of Common Pleas"
"C0240069","J0240","Pennsylvania Orphans' Court, Fayette County","ST","Fayette County Orphans' Court"
"C0240070","J0240","Erie Circuit Court","ST","Erie Circuit Court"
"C0240071","J0240","York County Orphans' Court","ST","York County Orphans' Court"
"C0240072","J0240","Pennsylvania Admiralty Court","SS","Pennsylvania Admiralty Court"
"C0240073","J0240","Luzerne County Court of Quarter Sessions","ST","Luzerne County Court of Quarter Sessions"
"C0240074","J0240","Schuylkill County Court of Quarter Sessions","ST","Schuylkill County Court of Quarter Sessions"
"C0240075","J0240","York County Court of Quarter Sessions","ST","York County Court of Quarter Sessions"
"C0240076","J0240","Chester County Court of Quarter Sessions","ST","Chester County Court of Quarter Sessions"
"C0240077","J0240","Pennsylvania Court of Common Pleas, Fulton County","ST","Fulton County Court of Common Pleas"
"C0246007","J0246","United States Bankruptcy Court, S.D. Texas","FB","S.D. Texas"
"C0240078","J0240","Pennsylvania Court of Common Pleas, Franklin County","ST","Franklin County Court of Common Pleas"
"C0240079","J0240","Pennsylvania Court of Common Pleas, Clinton County","ST","Clinton County Court of Common Pleas"
"C0240080","J0240","Court of Judicial Discipline of Pennsylvania","SS","Judicial Discipline of Pennsylvania"
"C0240081","J0240","Pennsylvania Court of Common Pleas, Indiana County","ST","Indiana County Court of Common Pleas"
"C0240082","J0240","Pennsylvania Court of Common Pleas, Clearfield County","ST","Clearfield County Court of Common Pleas"
"C0240083","J0240","Pennsylvania Court of Common Pleas, Huntingdon County","ST","Huntingdon County Court of Common Pleas"
"C0240084","J0240","Pennsylvania Orphans' Court, Lackawanna County","ST","Lackawanna County Orphans' Court"
"C0240085","J0240","Pennsylvania Orphans' Court, Delaware County","ST","Delaware County Orphans' Court"
"C0240086","J0240","Pennsylvania Orphans' Court, Berks County","ST","Berks County Orphans' Court"
"C0240087","J0240","Pennsylvania Court of Common Pleas, Bradford County","ST","Bradford County Court of Common Pleas"
"C0240088","J0240","Pennsylvania Orphans' Court, Montgomery County","ST","Montgomery County Orphans' Court"
"C0240089","J0240","Pennsylvania Court of Common Pleas, Columbia County","ST","Columbia County Court of Common Pleas"
"C0240090","J0240","Pennsylvania Court of Common Pleas, Chester County","ST","Chester County Court of Common Pleas"
"C0240091","J0240","Pennsylvania Court of Common Pleas, Armstrong County","ST","Armstrong County Court of Common Pleas"
"C0240092","J0240","Pennsylvania Court of Common Pleas, Blair County","ST","Blair County Court of Common Pleas"
"C0240093","J0240","Philadelphia Court of Nisi Prius","ST","Philadelphia Court of Nisi Prius"
"C0240094","J0240","Fayette County Court of Quarter Sessions","ST","Fayette County Court of Quarter Sessions"
"C0240095","J0240","Monroe County Court of Quarter Sessions","ST","Monroe County Court of Quarter Sessions"
"C0240096","J0240","Armstrong County Court of Quarter Sessions","ST","Armstrong County Court of Quarter Sessions"
"C0240097","J0240","Washington County Court of Quarter Sessions","ST","Washington County Court of Quarter Sessions"
"C0240098","J0240","Northampton County Court of Quarter Sessions","ST","Northampton County Court of Quarter Sessions"
"C0240099","J0240","Berks County Court of Quarter Sessions","ST","Berks County Court of Quarter Sessions"
"C0240100","J0240","Lancaster County Court of Quarter Sessions","ST","Lancaster County Court of Quarter Sessions"
"C0240101","J0240","Centre County Court of Quarter Sessions","ST","Centre County Court of Quarter Sessions"
"C0240102","J0240","Philadelphia County Court of Oyer and Terminer","ST","Philadelphia County Court of Oyer and Terminer"
"C0240103","J0240","Pennsylvania Court of Common Pleas, Butler County","ST","Butler County Court of Common Pleas"
"C0240104","J0240","Pennsylvania Court of Common Pleas, Crawford County","ST","Crawford County Court of Common Pleas"
"C0240105","J0240","Pennsylvania Court of Common Pleas, Warren County","ST","Warren County Court of Common Pleas"
"C0240106","J0240","Fayette County Court of Common Pleas","ST","Fayette County Court of Common Pleas"
"C0240107","J0240","Montgomery County Court of Common Pleas","ST","Montgomery County Court of Common Pleas"
"C0240108","J0240","Pennsylvania Orphans' Court, Lebanon County","ST","Lebanon County Orphans' Court"
"C0240109","J0240","Pennsylvania Orphans' Court, Crawford County","ST","Crawford County Orphans' Court"
"C0240110","J0240","Pennsylvania Court of Common Pleas, Venango County","ST","Venango County Court of Common Pleas"
"C0240111","J0240","Pennsylvania Orphans' Court, Northumberland County","ST","Northumberland County Orphans' Court"
"C0240112","J0240","Pennsylvania Orphans' Court, Dauphin County","ST","Dauphin County Orphans' Court"
"C0240113","J0240","Pennsylvania Orphans' Court, Franklin County","ST","Franklin County Orphans' Court"
"C0240114","J0240","Pennsylvania Court of Common Pleas, Montour County","ST","Montour County Court of Common Pleas"
"C0240115","J0240","Pennsylvania Court of Common Pleas, Carbon County","ST","Carbon County Court of Common Pleas"
"C0240116","J0240","Pennsylvania Court of Common Pleas, Mifflin County","ST","Mifflin County Court of Common Pleas"
"C0240117","J0240","Pennsylvania Arbitration Panels for Health Care","SS","Pennsylvania Arbitration Panels for Health Care"
"C0240118","J0240","Philadelphia County Court of Quarter Sessions","ST","Philadelphia County Court of Quarter Sessions"
"C0240119","J0240","Lycoming County Court of Quarter Sessions","ST","Lycoming County Court of Quarter Sessions"
"C0240120","J0240","Pennsylvania Court of Common Pleas, Union County","ST","Union County Court of Common Pleas"
"C0240121","J0240","Pennsylvania Court of Common Pleas, Pike County","ST","Pike County Court of Common Pleas"
"C0240122","J0240","United States Special Tribunals of Pennsylvania","SS","Special Tribunals of Pennsylvania"
"C0240123","J0240","Pennsylvania Court of Common Pleas, Bedford County","ST","Bedford County Court of Common Pleas"
"C0240124","J0240","Pennsylvania Court of Common Pleas, Elk County","ST","Elk County Court of Common Pleas"
"C0240125","J0240","Pennsylvania Court of Common Pleas, Perry County","ST","Perry County Court of Common Pleas"
"C0240126","J0240","Pennsylvania Orphans' Court, Luzerne County","ST","Luzerne County Orphans' Court"
"C0240127","J0240","Pennsylvania Orphans' Court, Columbia County","ST","Columbia County Orphans' Court"
"C0240128","J0240","Pennsylvania Court of Common Pleas, Snyder County","ST","Snyder County Court of Common Pleas"
"C0240129","J0240","Lackawanna County Court of Quarter Sessions","ST","Lackawanna County Court of Quarter Sessions"
"C0240130","J0240","Mercer County Court of Quarter Sessions","ST","Mercer County Court of Quarter Sessions"
"C0240131","J0240","Bucks County Court of Quarter Sessions","ST","Bucks County Court of Quarter Sessions"
"C0240132","J0240","Beaver County Court of Quarter Sessions","ST","Beaver County Court of Quarter Sessions"
"C0240133","J0240","Pennsylvania Orphans' Court, Armstrong County","ST","Armstrong County Orphans' Court"
"C0240134","J0240","Pennsylvania Orphans' Court, Northampton County","ST","Northampton County Orphans' Court"
"C0240135","J0240","Pennsylvania Court of Common Pleas, Tioga County","ST","Tioga County Court of Common Pleas"
"C0240136","J0240","Pennsylvania Orphans' Court, Cambria County","ST","Cambria County Orphans' Court"
"C0240137","J0240","Pennsylvania Court of Common Pleas, Forest County","ST","Forest County Court of Common Pleas"
"C0240138","J0240","Clinton County Court of Quarter Sessions","ST","Clinton County Court of Quarter Sessions"
"C0240139","J0240","Susquehanna County Court of Quarter Sessions","ST","Susquehanna County Court of Quarter Sessions"
"C0240140","J0240","Cumberland County Court of Quarter Sessions","ST","Cumberland County Court of Quarter Sessions"
"C0240141","J0240","Pennsylvania Court of Common Pleas, Harrisburg County","ST","Harrisburg County Court of Common Pleas"
"C0240142","J0240","Clearfield County Court of Quarter Sessions","ST","Clearfield County Court of Quarter Sessions"
"C0240143","J0240","Lehigh County Court of Quarter Sessions","ST","Lehigh County Court of Quarter Sessions"
"C0240144","J0240","Pennsylvania Orphans' Court, Mercer County","ST","Mercer County Orphans' Court"
"C0240145","J0240","Pennsylvania Orphans' Court, Adams County","ST","Adams County Orphans' Court"
"C0240146","J0240","Pennsylvania Orphans' Court, Chester County","ST","Chester County Orphans' Court"
"C0240147","J0240","Allegheny County Court of Quarter Sessions","ST","Allegheny County Court of Quarter Sessions"
"C0240148","J0240","Perry County Court of Quarter Sessions","ST","Perry County Court of Quarter Sessions"
"C0240149","J0240","Montour County Court of Quarter Sessions","ST","Montour County Court of Quarter Sessions"
"C0240150","J0240","Lebanon County Court of Quarter Sessions","ST","Lebanon County Court of Quarter Sessions"
"C0240151","J0240","Dauphin County Court of Oyer and Terminer","ST","Dauphin County Court of Oyer and Terminer"
"C0240152","J0240","Pennsylvania Court of Common Pleas, Susquehanna County","ST","Susquehanna County Court of Common Pleas"
"C0240153","J0240","Pennsylvania Orphans' Court, Indiana County","ST","Indiana County Orphans' Court"
"C0240154","J0240","Pennsylvania Orphans' Court, Fulton County","ST","Fulton County Orphans' Court"
"C0240155","J0240","Butler County Court of Common Pleas","ST","Butler County Court of Common Pleas"
"C0240156","J0240","Erie County Court of Common Pleas","ST","Erie County Court of Common Pleas"
"C0240157","J0240","Pennsylvania Orphans' Court, Lycoming County","ST","Lycoming County Orphans' Court"
"C0240158","J0240","Pennsylvania Orphans' Court, Washington County","ST","Washington County Orphans' Court"
"C0240159","J0240","Pennsylvania Orphans' Court, Bucks County","ST","Bucks County Orphans' Court"
"C0240160","J0240","Adams County Court of Quarter Sessions","ST","Adams County Court of Quarter Sessions"
"C0240161","J0240","Pennsylvania Orphans' Court, Somerset County","ST","Somerset County Orphans' Court"
"C0240162","J0240","Pennsylvania Orphans' Court, Susquehanna County","ST","Susquehanna County Orphans' Court"
"C0240163","J0240","Cambria County Court of Quarter Sessions","ST","Cambria County Court of Quarter Sessions"
"C0240164","J0240","Pennsylvania Office of the Attorney General","SAG","Pennsylvania Office of the Attorney General"
"C0240165","J0240","Snyder County Court of Quarter Sessions","ST","Snyder County Court of Quarter Sessions"
"C0240166","J0240","Crawford County Court of Quarter Sessions","ST","Crawford County Court of Quarter Sessions"
"C0240167","J0240","Pennsylvania Orphans' Court, Clinton County","ST","Clinton County Orphans' Court"
"C0240168","J0240","Pennsylvania Orphans' Court, Lawrence County","ST","Lawrence County Orphans' Court"
"C0240169","J0240","Allegheny County Court of Oyer and Terminer","ST","Allegheny County Court of Oyer and Terminer"
"C0240170","J0240","Pike County Court of Quarter Sessions","ST","Pike County Court of Quarter Sessions"
"C0240171","J0240","Erie County Court of Quarter Sessions","ST","Erie County Court of Quarter Sessions"
"C0240172","J0240","Lawrence County Court of Quarter Sessions","ST","Lawrence County Court of Quarter Sessions"
"C0240173","J0240","Pennsylvania Orphans' Court, Greene County","ST","Greene County Orphans' Court"
"C0240174","J0240","Pennsylvania Court of Common Pleas, Cameron County","ST","Cameron County Court of Common Pleas"
"C0240175","J0240","Montgomery County Court of Oyer and Terminer","ST","Montgomery County Court of Oyer and Terminer"
"C0240176","J0240","Lackawanna County Court of Oyer and Terminer","ST","Lackawanna County Court of Oyer and Terminer"
"C0240177","J0240","Philadelphia Department of Justice","FS","Philadelphia Department of Justice"
"C0240178","J0240","Pennsylvania Court of Common Pleas, McKean County","ST","McKean County Court of Common Pleas"
"C0240179","J0240","Northumberland County Court of Quarter Sessions","ST","Northumberland County Court of Quarter Sessions"
"C0240180","J0240","Recorder of Philadelphia","SS","Recorder of Philadelphia"
"C0240181","J0240","Mercer County Court of Common Pleas","ST","Mercer County Court of Common Pleas"
"C0240182","J0240","Columbia County Court of Quarter Sessions","ST","Columbia County Court of Quarter Sessions"
"C0240183","J0240","Elk County Court of Quarter Sessions","ST","Elk County Court of Quarter Sessions"
"C0240184","J0240","Franklin County Court of Quarter Sessions","ST","Franklin County Court of Quarter Sessions"
"C0240185","J0240","Carbon County Court of Quarter Sessions","ST","Carbon County Court of Quarter Sessions"
"C0240186","J0240","Pennsylvania Orphans' Court, Cumberland County","ST","Cumberland County Orphans' Court"
"C0240187","J0240","Pennsylvania Orphans' Court, Huntingdon County","ST","Huntingdon County Orphans' Court"
"C0240188","J0240","Pennsylvania Orphans' Court, Perry County","ST","Perry County Orphans' Court"
"C0240189","J0240","Pennsylvania Orphans' Court, Beaver County","ST","Beaver County Orphans' Court"
"C0240190","J0240","Pennsylvania Court of Common Pleas, Wycoming County","ST","Wycoming County Court of Common Pleas"
"C0240191","J0240","Fayette County Court of Oyer and Terminer","ST","Fayette County Court of Oyer and Terminer"
"C0240192","J0240","Philadelphia Mayor's Court","ST","Philadelphia Mayor's Court"
"C0240193","J0240","Northampton County Court of Oyer and Terminer","ST","Northampton County Court of Oyer and Terminer"
"C0240194","J0240","Westmoreland County Court of Quarter Sessions","ST","Westmoreland County Court of Quarter Sessions"
"C0240195","J0240","Pennsylvania Orphans' Court, Cameron County","ST","Cameron County Orphans' Court"
"C0240196","J0240","Pennsylvania Court of Common Pleas, Sullivan County","ST","Sullivan County Court of Common Pleas"
"C0240197","J0240","Lawrence County Court of Oyer and Terminer","ST","Lawrence County Court of Oyer and Terminer"
"C0240198","J0240","Pennsylvania Orphans' Court","ST","Pennsylvania Orphans' Court"
"C0240199","J0240","Butler County Court of Quarter Sessions","ST","Butler County Court of Quarter Sessions"
"C0240200","J0240","Greene County Court of Quarter Sessions","ST","Greene County Court of Quarter Sessions"
"C0240201","J0240","Beaver County Court of Oyer and Terminer","ST","Beaver County Court of Oyer and Terminer"
"C0240202","J0240","Pennsylvania Orphans' Court, Snyder County","ST","Snyder County Orphans' Court"
"C0240203","J0240","Clinton County Court of Common Pleas","ST","Clinton County Court of Common Pleas"
"C0240204","J0240","Pennsylvania Court of Common Pleas, Synder County","ST","Synder County Court of Common Pleas"
"C0240205","J0240","Juniata County Court of Oyer and Terminer","ST","Juniata County Court of Oyer and Terminer"
"C0240206","J0240","Juniata County Court of Quarter Sessions","ST","Juniata County Court of Quarter Sessions"
"C0240207","J0240","Pennsylvania Orphans' Court, Jefferson County","ST","Jefferson County Orphans' Court"
"C0240208","J0240","Pennsylvania Orphans' Court, Butler County","ST","Butler County Orphans' Court"
"C0240209","J0240","Pennsylvania Orphans' Court, Bedford County","ST","Bedford County Orphans' Court"
"C0240210","J0240","Clarion County Court of Quarter Sessions","ST","Clarion County Court of Quarter Sessions"
"C0240211","J0240","Pennsylvania Orphans' Court, Elk County","ST","Elk County Orphans' Court"
"C0240212","J0240","Franklin County Court of Oyer and Terminer","ST","Franklin County Court of Oyer and Terminer"
"C0240213","J0240","Bradford County Court of Quarter Sessions","ST","Bradford County Court of Quarter Sessions"
"C0240214","J0240","Pennsylvania Orphans' Court, Monroe County","ST","Monroe County Orphans' Court"
"C0240215","J0240","Blair County Court of Quarter Sessions","ST","Blair County Court of Quarter Sessions"
"C0240216","J0240","Pennsylvania Court of Common Pleas, Green County","ST","Green County Court of Common Pleas"
"C0240217","J0240","Pennsylvania Orphans' Court, Blair County","ST","Blair County Orphans' Court"
"C0240218","J0240","Adams County Court of Oyer and Terminer","ST","Adams County Court of Oyer and Terminer"
"C0240219","J0240","Somerset County Ct. Oyer & Terminer","ST","Somerset County Ct. Oyer & Terminer"
"C0240220","J0240","Pike County Court of Common Pleas","ST","Pike County Court of Common Pleas"
"C0240221","J0240","Monroe County Court of Common Pleas","ST","Monroe County Court of Common Pleas"
"C0240222","J0240","Pennsylvania Orphans' Court, Forest County","ST","Forest County Orphans' Court"
"C0240223","J0240","Lehigh County Court of Oyer and Terminer","ST","Lehigh County Court of Oyer and Terminer"
"C0240224","J0240","Pennsylvania Orphans' Court, Centre County","ST","Centre County Orphans' Court"
"C0240225","J0240","Schuylkill County Court of Oyer and Terminer","ST","Schuylkill County Court of Oyer and Terminer"
"C0240226","J0240","Westmoreland County Court of Oyer and Terminer","ST","Westmoreland County Court of Oyer and Terminer"
"C0240227","J0240","Delaware County Court of Common Pleas","ST","Delaware County Court of Common Pleas"
"C0240228","J0240","Pennsylvania Orphans' Court, Pike County","ST","Pike County Orphans' Court"
"C0240229","J0240","Luzerne County Court of Oyer and Terminer","ST","Luzerne County Court of Oyer and Terminer"
"C0240230","J0240","Pennsylvania Court of Oyer and Terminer","SS","Pennsylvania Court of Oyer and Terminer"
"C0240231","J0240","Huntingdon County Court of Quarter Sessions","ST","Huntingdon County Court of Quarter Sessions"
"C0240232","J0240","Carbon County Court of Oyer and Terminer","ST","Carbon County Court of Oyer and Terminer"
"C0240233","J0240","Bucks County Court of Oyer and Terminer","ST","Bucks County Court of Oyer and Terminer"
"C0240234","J0240","McKean County Court of Quarter Sessions","ST","McKean County Court of Quarter Sessions"
"C0240235","J0240","Pennsylvania Orphans' Court, Sullivan County","ST","Sullivan County Orphans' Court"
"C0240236","J0240","Venango County Court of Oyer and Terminer","ST","Venango County Court of Oyer and Terminer"
"C0240237","J0240","Sullivan County Court of Quarter Sessions","ST","Sullivan County Court of Quarter Sessions"
"C0240238","J0240","Pennsylvania Orphans' Court, Bradford County","ST","Bradford County Orphans' Court"
"C0240239","J0240","Pennsylvania Orphans' Court, Juniata County","ST","Juniata County Orphans' Court"
"C0240240","J0240","Pennsylvania Orphans' Court, Union County","ST","Union County Orphans' Court"
"C0240241","J0240","Pennsylvania Orphans' Court, Warren County","ST","Warren County Orphans' Court"
"C0240242","J0240","Chester County Court of Oyer and Terminer","ST","Chester County Court of Oyer and Terminer"
"C0240243","J0240","Bedford County Court of Quarter Sessions","ST","Bedford County Court of Quarter Sessions"
"C0240244","J0240","Pennsylvania Orphans' Court, Mongtomery County","ST","Mongtomery County Orphans' Court"
"C0240245","J0240","Cameron County Court of Quarter Sessions","ST","Cameron County Court of Quarter Sessions"
"C0240246","J0240","Pennsylvania Court of Common Pleas, Sunder County","ST","Sunder County Court of Common Pleas"
"C0240247","J0240","Pennsylvania Orphans' Court, Mifflin County","ST","Mifflin County Orphans' Court"
"C0240248","J0240","Pennsylvania Department of Education","SS","Pennsylvania Department of Education"
"C0240249","J0240","York County Court of Oyer and Terminer","ST","York County Court of Oyer and Terminer"
"C0240250","J0240","Pennsylvania Orphans' Court, Carbon County","ST","Carbon County Orphans' Court"
"C0240251","J0240","Pennsylvania Orphans' Court, Clarion County","ST","Clarion County Orphans' Court"
"C0240252","J0240","Venango County Court of Quarter Sessions","ST","Venango County Court of Quarter Sessions"
"C0240253","J0240","Pennsylvania Orphans' Court, Montour County","ST","Montour County Orphans' Court"
"C0240254","J0240","Pennsylvania Orphans' Court, Venango County","ST","Venango County Orphans' Court"
"C0240255","J0240","Lancaster County Court of Oyer and Terminer","ST","Lancaster County Court of Oyer and Terminer"
"C0240256","J0240","Cumberland County Court of Oyer and Terminer","ST","Cumberland County Court of Oyer and Terminer"
"C0240257","J0240","Pennsylvania Orphans' Court, Tioga County","ST","Tioga County Orphans' Court"
"C0240258","J0240","Potter County Court of Quarter Sessions","ST","Potter County Court of Quarter Sessions"
"C0240259","J0240","Pennsylvania Department of Public Welfare","SS","Pennsylvania Department of Public Welfare"
"C0240260","J0240","Oyer and Terminer, Washington County","ST","Oyer and Terminer, Washington County"
"C0240261","J0240","Clarion County Court of Oyer and Terminer","ST","Clarion County Court of Oyer and Terminer"
"C0240262","J0240","Perry County Court of Oyer and Terminer","ST","Perry County Court of Oyer and Terminer"
"C0240263","J0240","Mercer County Court of Oyer and Terminer","ST","Mercer County Court of Oyer and Terminer"
"C0240264","J0240","Tioga County Court of Quarter Sessions","ST","Tioga County Court of Quarter Sessions"
"C0246008","J0246","District Court, E.D. Texas","FD","E.D. Texas"
"C0240265","J0240","Pennsylvania Orphans' Court, Wayne County","ST","Wayne County Orphans' Court"
"C0240266","J0240","Delaware County Court of Oyer and Terminer","ST","Delaware County Court of Oyer and Terminer"
"C0240267","J0240","Pennsylvania Municipal Court","ST","Pennsylvania Municipal Court"
"C0240268","J0240","Lebanon County Court of Oyer and Terminer","ST","Lebanon County Court of Oyer and Terminer"
"C0240269","J0240","Philadelphia Election Court","SS","Philadelphia Election Court"
"C0240270","J0240","Pennsylvania Board of Parole","SS","Pennsylvania Board of Parole"
"C0240271","J0240","Green County Court of Common Pleas","ST","Green County Court of Common Pleas"
"C0240272","J0240","Pennsylvania Court of Quarter Sessions","SS","Pennsylvania Court of Quarter Sessions"
"C0240273","J0240","Adams County Court of Common Pleas","ST","Adams County Court of Common Pleas"
"C0240274","J0240","Cambria County Court of Oyer and Terminer","ST","Cambria County Court of Oyer and Terminer"
"C0240275","J0240","Cambria County of Juvenile Court","ST","Cambria County of Juvenile Court"
"C0240276","J0240","Berks County Court of Oyer and Terminer","ST","Berks County Court of Oyer and Terminer"
"C0241001","J0241","District Court, D. Puerto Rico","FD","D. Puerto Rico"
"C0241002","J0241","United States Bankruptcy Court, D. Puerto Rico","FB","D. Puerto Rico"
"C0241003","J0241","Supreme Court of Puerto Rico","TS","Supreme Court of Puerto Rico"
"C0241004","J0241","Tribunal De Apelaciones De Puerto Rico/Court of Appeals of Puerto Rico","TA","Tribunal De Apelaciones De Puerto Rico/Court of Appeals of Puerto Rico"
"C0242001","J0242","Supreme Court of Rhode Island","S","Supreme Court of Rhode Island"
"C0242002","J0242","Superior Court of Rhode Island","SA","Superior Court of Rhode Island"
"C0242003","J0242","District Court, D. Rhode Island","FD","D. Rhode Island"
"C0242004","J0242","United States Bankruptcy Court, D. Rhode Island","FB","D. Rhode Island"
"C0242005","J0242","U.S. Circuit Court for the District of Rhode Island","FA","U.S. Circuit Court for the District of Rhode Island"
"C0242006","J0242","Rhode Island Vice Admiralty Court","SS","Rhode Island Vice Admiralty Court"
"C0243001","J0243","Court of Appeals of South Carolina","SA","Court of Appeals of South Carolina"
"C0243002","J0243","Supreme Court of South Carolina","S","Supreme Court of South Carolina"
"C0243003","J0243","District Court, E.D. South Carolina","FD","E.D. South Carolina"
"C0243004","J0243","United States Bankruptcy Court, D. South Carolina","FB","D. South Carolina"
"C0243005","J0243","District Court, D. South Carolina","FD","D. South Carolina"
"C0243006","J0243","U.S. Circuit Court for the District of South Carolina","FA","U.S. Circuit Court for the District of South Carolina"
"C0243007","J0243","Court of Chancery of South Carolina","ST","Court of Chancery of South Carolina"
"C0243008","J0243","District Court, W.D. South Carolina","FD","W.D. South Carolina"
"C0243009","J0243","Seneca Circuit Court","ST","Seneca Circuit Court"
"C0243010","J0243","Richland County Court of Common Pleas","ST","Richland County Court of Common Pleas"
"C0243011","J0243","Richland Circuit Court","ST","Richland Circuit Court"
"C0243012","J0243","Superior Court of South Carolina","ST","Superior Court of South Carolina"
"C0243013","J0243","United States Circuit Court for the Eastern District of South Carolina","FA","United States Circuit Court for the Eastern District of South Carolina"
"C0243014","J0243","Hampton County Circuit Court","ST","Hampton County Circuit Court"
"C0243015","J0243","South Carolina Admiralty Court","SS","South Carolina Admiralty Court"
"C0244001","J0244","South Dakota Supreme Court","S","South Dakota Supreme Court"
"C0244002","J0244","District Court, D. South Dakota","FD","D. South Dakota"
"C0244003","J0244","United States Bankruptcy Court, D. South Dakota","FB","D. South Dakota"
"C0244004","J0244","U.S. Circuit Court for the District of South Dakota","FA","U.S. Circuit Court for the District of South Dakota"
"C0244005","J0244","Cheyenne River Sioux Tribal Court of Appeals","TRA","Cheyenne River Sioux Tribal Court of Appeals"
"C0245001","J0245","District Court, M.D. Tennessee","FD","M.D. Tennessee"
"C0245002","J0245","District Court, W.D. Tennessee","FD","W.D. Tennessee"
"C0245003","J0245","Tennessee Supreme Court","S","Tennessee Supreme Court"
"C0245004","J0245","Court of Appeals of Tennessee","SA","Court of Appeals of Tennessee"
"C0245005","J0245","District Court, E.D. Tennessee","FD","E.D. Tennessee"
"C0245006","J0245","U.S. Circuit Court for the District of Middle Tennessee","FA","U.S. Circuit Court for the District of Middle Tennessee"
"C0245007","J0245","Court of Criminal Appeals of Tennessee","SA","Court of Criminal Appeals of Tennessee"
"C0245008","J0245","United States Bankruptcy Court, E.D. Tennessee","FB","E.D. Tennessee"
"C0245009","J0245","United States Bankruptcy Court, W.D. Tennessee","FB","W.D. Tennessee"
"C0245010","J0245","United States Bankruptcy Court, M.D. Tennessee","FB","M.D. Tennessee"
"C0245011","J0245","Tennessee Superior Court for Law and Equity","SA","Tennessee Superior Court for Law and Equity"
"C0245012","J0245","Tennessee Workers' Compensation Appeals Board","SS","Tennessee Workers' Comp. Appeals Board"
"C0245013","J0245","Tennessee Court of Workers' Compensation Claims","SS","Tennessee Court of Workers' Comp. Claims"
"C0245014","J0245","U.S. Circuit Court for the District of Western Tennessee","FA","U.S. Circuit Court for the District of Western Tennessee"
"C0245015","J0245","Bedford County Circuit Court","ST","Bedford County Circuit Court"
"C0245016","J0245","District Court, D. Tennessee","FD","D. Tennessee"
"C0245017","J0245","U.S. Circuit Court for the District of Tennessee","FD","Circuit Court of Tennessee"
"C0245018","J0245","U.S. Circuit Court for the District of Eastern Tennessee","FA","U.S. Circuit Court for the District of Eastern Tennessee"
"C0245019","J0245","Meigs Circuit Court","ST","Meigs Circuit Court"
"C0245020","J0245","Knox County Circuit Court","ST","Knox County Circuit Court"
"C0245021","J0245","Shelby County Probate Court","ST","Shelby County Probate Court"
"C0245022","J0245","Hamilton County Judge's Court","ST","Hamilton County Judge's Court"
"C0246001","J0246","District Court, S.D. Texas","FD","S.D. Texas"
"C0246002","J0246","District Court, W.D. Texas","FD","W.D. Texas"
"C0246003","J0246","District Court, N.D. Texas","FD","N.D. Texas"
"C0246004","J0246","Court of Appeals of Texas","SA","Court of Appeals of Texas"
"C0246005","J0246","Texas Commission of Appeals","SS","Texas Commission of Appeals"
"C0246006","J0246","United States Bankruptcy Court, W.D. Texas","FB","W.D. Texas"
"C0246009","J0246","Texas Supreme Court","S","Texas Supreme Court"
"C0246010","J0246","Court of Criminal Appeals of Texas","SA","Court of Criminal Appeals of Texas"
"C0246011","J0246","United States Bankruptcy Court, E.D. Texas","FB","E.D. Texas"
"C0246012","J0246","United States Bankruptcy Court, N.D. Texas","FB","N.D. Texas"
"C0246013","J0246","Texas Attorney General Reports","SAG","Texas Attorney General Reports"
"C0246014","J0246","Texas Special Court of Review","SS","Texas Special Court of Review"
"C0246015","J0246","U.S. Circuit Court for the District of Eastern Texas","FA","U.S. Circuit Court for the District of Eastern Texas"
"C0246016","J0246","Commission of Appeals","SS","Commission of Appeals"
"C0246017","J0246","U.S. Circuit Court for the District of Western Texas","FA","U.S. Circuit Court for the District of Western Texas"
"C0246018","J0246","U.S. Circuit Court for the District of Texas","FA","U.S. Circuit Court for the District of Texas"
"C0246019","J0246","Texas Judicial Panel on Multidistrict Litigation","SA","Texas Judicial Panel on Multidistrict Litigation"
"C0246020","J0246","District Court, D. Texas","FD","D. Texas"
"C0246021","J0246","Surfside Municipal Court","ST","Surfside Municipal Court"
"C0247001","J0247","District Court, D. Utah","FD","D. Utah"
"C0247002","J0247","Utah Supreme Court","S","Utah Supreme Court"
"C0247003","J0247","United States Bankruptcy Court, D. Utah","FB","D. Utah"
"C0247004","J0247","Court of Appeals of Utah","SA","Court of Appeals of Utah"
"C0247005","J0247","U.S. Circuit Court for the District of Utah","FA","U.S. Circuit Court for the District of Utah"
"C0247006","J0247","Ogden Justice Court","ST","Ogden Justice Court"
"C0247007","J0247","Salt Lake City Register and Receiver","SS","Salt Lake City Register and Receiver"
"C0247008","J0247","Spring City Police Court","ST","Spring City Police Court"
"C0248001","J0248","District Court, D. Vermont","FD","D. Vermont"
"C0248002","J0248","Supreme Court of Vermont","S","Supreme Court of Vermont"
